LNR,RESPONSE
1754,0.3934774190226586
1770,0.3886745067934465
1465,0.40817770046457913
1470,0.39312737503652534
1478,0.39370508665268267
1782,0.3809055186243375
1485,0.3975741109800549
1519,0.3997267678458163
1835,0.3973671317137316
1522,0.3787659845618851
1539,0.4036765650584504
1853,0.3853268440365848
1856,0.39383777185887253
2502,0.3946336780887615
2182,0.39232839935277164
2191,0.3994335812505084
2522,0.39632673550930037
2530,0.3591760697117492
2215,0.4006255941510929
2550,0.310917568216392
2570,0.39631167014394175
2574,0.38845078443650893
2579,0.39172777422671007
2247,0.40578839092569896
2674,0.39154361969694684
11434,0.4002804852026324
11122,0.400167066866629
11127,0.38012248869887116
11443,0.4029093944758387
11170,0.36358045408978346
11191,0.40647757353758424
11198,0.3861398011719096
10936,0.36358045408978346
11244,0.388819295452842
11247,0.3145442007040306
11252,0.3919324431988891
11259,0.36358045408978346
10945,0.3141631734920796
10951,0.38951859054752697
11271,0.38781300203786856
10963,0.3928681827346359
11282,0.4067289103435365
11291,0.3961335402160193
10980,0.3939949940307382
10994,0.31493537732866134
10998,0.36358045408978346
11303,0.3784167219273322
11630,0.39329815268302604
11636,0.3903712448544914
11949,0.39855395252611103
11950,0.40195495781015983
11956,0.38754126997593386
11648,0.36358045408978346
11653,0.3962538833124969
11967,0.38664912525891904
11972,0.39153149157508554
11975,0.38310212446329006
12110,0.3202298077085108
12113,0.3968177887052922
11712,0.39456327567859845
11716,0.36358045408978346
12000,0.4003671393889247
11722,0.3970282001238709
12023,0.36358045408978346
12046,0.39184025947422607
11762,0.36358045408978346
12071,0.38895944742531047
12077,0.3908407034813915
11785,0.3968178791736736
11788,0.3950456931959501
11790,0.3949020723318472
11800,0.38918004022176556
11806,0.3927377948535937
11816,0.24285872811962708
11505,0.3957638029046448
11837,0.39830381545425375
11531,0.38839234697688296
11848,0.38717772567064973
11854,0.39735635872203257
11877,0.3946336780887615
11563,0.3928681827346359
11567,0.4061189809796033
11894,0.40094437249283843
11906,0.3931899320750472
11917,0.36358045408978346
11610,0.36358045408978346
11923,0.3855524598592044
12596,0.39091140139694724
12603,0.3947173384585554
12608,0.39819540375799484
12633,0.3881736532934725
12637,0.1774669631265283
21484,0.36358045408978346
21184,0.39794807979908625
21247,0.3972130343784956
20991,0.32080970125136227
21018,0.36389114823995916
21019,0.392087397341288
21047,0.3865601235046005
21054,0.38446290357695684
21374,0.3945938741635937
21392,0.3675847008601079
21713,0.3906180565065954
22019,0.3066642382765864
22025,0.3880402989533754
21722,0.399268159723432
21728,0.3946336780887615
22039,0.36358045408978346
22044,0.3968381420065012
61900,0.3261948112136471
62548,0.3846827410523781
63176,0.40834626829319387
64473,0.400731401147835
64779,0.3810524990294503
64780,0.2976259874122988
64784,0.3826577760454562
65105,0.36358045408978346
65431,0.4016741205445561
65433,0.40015569323204503
66055,0.39745243661652235
66071,0.36358045408978346
61280,0.37404352798943913
61281,0.39382838610054666
61284,0.3243221635938009
61597,0.3920206061038451
61606,0.3737213883087983
62235,0.37238755948795554
62240,0.37626276470155884
62241,0.3974664747996464
62555,0.4041302424693173
62557,0.36358045408978346
62565,0.386896299518729
62566,0.3954673520420784
63515,0.38079702747743593
63524,0.3829286340746629
64797,0.39938533391290604
65116,0.36358045408978346
75249,0.39280872032562353
75253,0.38518060623726486
75575,0.36358045408978346
76212,0.3839869431327584
71422,0.39754848426439815
72059,0.3880905717025592
72060,0.31000821991990496
72383,0.399994260606328
72386,0.38185016661963306
72700,0.3058837921551852
72715,0.30397478767974606
73028,0.3772493043631388
73346,0.39173975905516567
73658,0.36939883827516223
73662,0.3935271365561174
73666,0.37857155053454666
73668,0.37857155053454666
73985,0.3946168930127378
74299,0.4015213103060273
74310,0.37586177272726273
74312,0.2918090688858634
74619,0.3956374096241746
74620,0.30821034935559005
74627,0.3067516905754799
74938,0.3829687406152116
74952,0.38985286375176076
75911,0.38159029473531036
75913,0.32030356816367933
76221,0.38982237810982323
76227,0.3856489151725773
71448,0.389412158582049
15887,0.4000272684821831
15498,0.40583729050184403
15504,0.3903712448544914
15507,0.3712952858669146
15521,0.38935671318646903
24403,0.3703962960874826
24100,0.3954833665550264
24436,0.39346203357090187
24440,0.3822002116948353
24442,0.36358045408978346
24148,0.37483583047574387
24149,0.39588280198742676
24155,0.38687803742493104
24458,0.368318524138559
24169,0.3888308275956877
24477,0.4001883497384032
24479,0.38224656300337617
24486,0.4050694816491002
24190,0.3971853460836117
24515,0.38919837668492935
24214,0.40750785268911
25183,0.36358045408978346
25207,0.402427854379972
24889,0.3070426953191959
24890,0.39315248737235076
25226,0.37915289769866906
25232,0.37915289769866906
25244,0.40072563128836874
25339,0.37289220167559783
25355,0.3077665763546192
24958,0.403304428170998
25277,0.3860925476773753
25286,0.3946336780887615
24988,0.36358045408978346
25298,0.37134378087771824
25309,0.3903232655470617
25315,0.3897504446976166
25014,0.36358045408978346
25322,0.4047949191573292
25333,0.3890463419419897
25025,0.37857155053454666
24726,0.3754432083368818
24735,0.36358045408978346
25055,0.39706291780509184
25056,0.3869383966058469
24746,0.3871170686055806
25061,0.38476190705249946
25067,0.3787659845618851
25074,0.30169908431988113
24773,0.38020698989618373
25080,0.36358045408978346
25086,0.36713192684164214
25088,0.39417940079081304
24777,0.3789464294340589
24796,0.3946336780887615
25104,0.31386903708086966
24806,0.39288676649375587
25118,0.3773983782741027
24822,0.36358045408978346
82811,0.39404365972844974
83449,0.3672603145207198
83459,0.36358045408978346
83770,0.36358045408978346
84091,0.3954673520420784
84096,0.39524193906626426
84737,0.3841385878507806
85048,0.36358045408978346
85049,0.318265856550709
85051,0.38481604149787435
85369,0.39142902393644047
85374,0.37031181279602315
85380,0.3134767386374647
82190,0.3892616501799507
82505,0.36358045408978346
82515,0.39810391696793423
82517,0.39315248737235076
82821,0.37857155053454666
83140,0.36358045408978346
788,0.401167051710846
1102,0.38107894326959574
1109,0.39771191484701585
821,0.3785811264601538
829,0.38962254372766425
837,0.31770920094183686
845,0.36358045408978346
1163,0.3793138546864195
861,0.36358045408978346
899,0.3922603146886576
1207,0.3884935435373459
906,0.3052831578809022
1221,0.3906095970303337
1545,0.3780941926265821
1546,0.3740636472319175
1555,0.3954673520420784
1556,0.3883675557338462
1879,0.3924075745162536
1885,0.4054604603279599
1593,0.393502942344369
1902,0.3012937961989466
1611,0.3989342652554903
1921,0.34787181023580677
1927,0.39391203138233477
1651,0.3786763417730164
1978,0.3983179701509513
1718,0.38745382908075415
1722,0.39450181877765245
1734,0.40050085590474627
41705,0.38900178521388934
41711,0.36358045408978346
41712,0.37427301394464113
42029,0.32312808797146486
42347,0.3968263855492129
42352,0.40389907035594264
42353,0.39748597103913685
42671,0.40237044993873144
42987,0.39381146828191904
43310,0.3068262018561362
43627,0.399931496667646
43629,0.38068149107403887
43945,0.37857155053454666
43953,0.4137380323476633
43954,0.3777094404787232
43961,0.3956117334756543
44280,0.3870030056482097
44917,0.3908883345191696
44924,0.3975844621492656
44927,0.24116956750266538
45244,0.39404365972844974
45570,0.37837001014434085
45584,0.3889041736726695
41721,0.4000543603226782
41739,0.36358045408978346
42054,0.30790408881562276
42369,0.3885939559813498
42689,0.3837534545379419
43019,0.39315248737235076
43331,0.37506852968454485
51328,0.39315248737235076
51644,0.3963563860600335
51653,0.39621797566055894
51969,0.3551371080914808
52308,0.39314033073001503
52310,0.39890076739490277
52626,0.37596336153687654
52638,0.40040827586654665
52940,0.3838437479213367
52954,0.4045096764729867
55194,0.37857155053454666
55196,0.39741328910188023
55526,0.36358045408978346
55847,0.3971186383230493
55848,0.36358045408978346
51024,0.36358045408978346
51031,0.3949309335747024
51342,0.39291991248079927
51348,0.40011645626495673
51666,0.4039314008755337
51674,0.40045208233301555
51680,0.38570802788042974
52331,0.3943372379807472
53302,0.36358045408978346
82163,0.3809560225714059
82481,0.3754496717556574
82498,0.39232839935277164
55852,0.36358045408978346
55858,0.40622843855450974
55859,0.39872785120906257
51037,0.36358045408978346
51039,0.3783307312634572
51683,0.3952464788521857
51685,0.38551907978000266
51695,0.39187113084515435
51702,0.38785112425110996
52343,0.39784505514152085
52353,0.36358045408978346
53314,0.36358045408978346
53322,0.36358045408978346
53950,0.39929266033592686
54597,0.3149450890936476
54925,0.3807192030024303
55245,0.3945714644007909
55558,0.37857155053454666
55882,0.3871409052705112
51384,0.3153153173823266
51703,0.3959551019559655
51706,0.39854979976446864
51711,0.39448139941562094
52041,0.39104299531647213
52047,0.36336176558193556
52369,0.40115090683459703
52689,0.3880191850883985
53331,0.3946927042361307
53341,0.37903976166432296
63455,0.39024867352185305
63780,0.39061678240939196
63783,0.36358045408978346
64096,0.38126685591591125
64104,0.38372802516506055
64109,0.31288098306238876
64422,0.3945133994112063
65391,0.36358045408978346
65705,0.39210326467435663
65709,0.3825273897172455
61568,0.37857155053454666
62203,0.3954673520420784
62850,0.3908883345191696
62851,0.40462886631009254
63164,0.38209112363332554
63491,0.40027829929809544
63796,0.403304428170998
63799,0.38655789025394244
63802,0.39463797443054766
63812,0.39404365972844974
64127,0.3166235756351849
64449,0.4017307050042704
64771,0.3965782040321881
65082,0.36358045408978346
65399,0.3184886111938544
66039,0.36358045408978346
66048,0.3973862007848342
71758,0.4003056140266124
72077,0.36358045408978346
72087,0.36358045408978346
72405,0.39576142923771657
72723,0.3810960213876954
72735,0.3128979270513111
73046,0.32050769122518885
73682,0.3762814075936853
73694,0.39993095522176003
73696,0.3931899320750472
74317,0.38741661816707407
74974,0.37735388994361835
75286,0.36132174314757703
75605,0.40095404125136447
75612,0.36358045408978346
75929,0.36358045408978346
76239,0.1793412474592704
71471,0.3920888949342107
71776,0.3849479848240722
71779,0.36358045408978346
72112,0.3547357885624332
72417,0.3997266508318175
72420,0.3918192234665234
72425,0.39772170711732086
73073,0.3846230466084554
73393,0.3720617323189971
73714,0.38787896328634286
74337,0.39291918355971284
74347,0.39441382582450435
74354,0.39010090968749733
74666,0.38378290229465684
74667,0.36358045408978346
74990,0.386638962102377
75949,0.38619018372015274
75952,0.37037805211859454
71486,0.3946336780887615
71805,0.30898293791929626
71813,0.2974607590022644
72130,0.38474165929302456
72437,0.3978209183618104
82469,0.36358045408978346
82788,0.30170275036181676
82793,0.36358045408978346
83111,0.37857155053454666
83113,0.3945902820228989
83420,0.3966817581132866
83425,0.3874072230660871
83428,0.36358045408978346
83433,0.31343010793282094
83759,0.3845479302253534
84381,0.3886241256292527
84709,0.39315248737235076
85024,0.40533053545624925
85026,0.3986859538128724
85671,0.3953841736988046
35158,0.38389983075682077
34851,0.3847077394231196
34853,0.3853903883036399
34859,0.3942569597875175
35162,0.39315248737235076
35165,0.36358045408978346
34865,0.39146779342812194
34877,0.391275144248077
34898,0.3957591986490167
35203,0.36811086312247043
34902,0.3946336780887615
34907,0.4009933054507589
34930,0.39410509171124214
34939,0.38325564843990706
35249,0.37323182452057935
35561,0.40009776808571684
35568,0.36358045408978346
35572,0.4003799104156276
35574,0.36358045408978346
35575,0.3953107067677028
35889,0.36358045408978346
35583,0.40566531518253196
35587,0.39892907334133054
35597,0.39719204315503076
35900,0.3839841009233902
35602,0.40102436455138357
35606,0.39315248737235076
35922,0.4029266718418547
35936,0.38664912525891904
41020,0.37874262901461864
41028,0.3837103981698544
41344,0.3832438723059905
41666,0.39404365972844974
42319,0.3946336780887615
42634,0.37857155053454666
42944,0.38904525876167767
42952,0.3657255256597678
42954,0.39883419310709495
43274,0.3949839754902123
43582,0.36358045408978346
43590,0.30705016612303815
43594,0.39440079644815934
43909,0.3895156866585142
43917,0.31398363955549846
44561,0.3959871801297219
45202,0.38992343409377006
45210,0.3751793173521303
41684,0.3129477918643818
41691,0.3877517440427364
42333,0.39504121759179306
42660,0.389228614935904
42963,0.400856867084337
42979,0.4001278295282269
43287,0.3930057532717442
44582,0.36358045408978346
45233,0.38335490335654454
45544,0.39625875205553995
45550,0.3814127857160109
40729,0.3859156681145648
41379,0.37857155053454666
41395,0.39290323009557504
4332,0.3842914385921119
4346,0.4026370694662849
4044,0.3855651846380538
5031,0.38978540454126304
5033,0.3946336780887615
5057,0.3104986277868649
4737,0.40099901935653004
5067,0.389228614935904
4757,0.3202711515663032
4758,0.36358045408978346
4762,0.3990398822527253
4780,0.36358045408978346
5183,0.3984914931097866
5191,0.32019003812825964
5198,0.36358045408978346
4802,0.39417648683733736
5126,0.36358045408978346
5132,0.39315248737235076
4830,0.39909529851163555
5154,0.3995412233766731
4854,0.36358045408978346
4861,0.3712952858669146
5180,0.3889440133020383
4574,0.3909490656643402
4896,0.3984372876543332
4592,0.38911017814118865
4599,0.3975655955058782
4914,0.3990981151250191
4604,0.40070578129124745
4932,0.3922752511545292
4623,0.37498627404054735
4633,0.3924642910894565
4636,0.39900688569622056
4944,0.3878826312819545
4949,0.39404365972844974
4644,0.36358045408978346
4977,0.39142902393644047
4674,0.36358045408978346
4986,0.3836898600331891
4683,0.30861171188241904
4686,0.40627088047578147
4691,0.40020688853632497
4700,0.39144907509990384
5018,0.4001968148142742
5341,0.3868711203655377
5646,0.3967304011032196
5647,0.36358045408978346
5649,0.38766288849440983
5661,0.397428801286352
5671,0.389228614935904
5677,0.3908883345191696
5375,0.2940269125130893
5396,0.37857155053454666
5410,0.3913546896321326
5411,0.39780177932709526
5714,0.39237790708162995
5427,0.30842506328975683
5436,0.31496318390407874
5725,0.3743187614444858
5733,0.3933267135211117
5454,0.3948137839555349
10241,0.38181658566910354
10566,0.3967294181238693
10579,0.38455005753504445
929,0.39302666356283317
935,0.38495000799835716
1261,0.39735649549167323
951,0.39314033073001503
952,0.36358045408978346
955,0.3939020120513266
1295,0.3870979525125962
966,0.3792616772944172
974,0.39855474297621307
1305,0.38489233309391835
995,0.39043247320062463
998,0.3900754261258587
1403,0.40583428080595135
1001,0.39953703854300465
1009,0.38945661220508465
1338,0.3964461204916668
1029,0.36358045408978346
1053,0.40144392658173267
1062,0.3918979561473123
1067,0.3993054512717731
1071,0.3808726772917547
9957,0.3143405714310755
9960,0.40780092665929607
9671,0.36358045408978346
9680,0.3226312441131007
9982,0.40253237698608474
9700,0.311226984463617
9712,0.37857155053454666
10023,0.38907575844674513
10042,0.3876236771467717
10043,0.39404365972844974
10048,0.40535347153382684
10049,0.4035016029962975
10054,0.39373844898122384
10057,0.384154351077632
10388,0.3905285401507105
10396,0.39622449031947454
10700,0.3974321532857334
10716,0.36358045408978346
10418,0.3960627826953749
10730,0.3976047481241138
10733,0.39256733892115764
10429,0.39719204315503076
10844,0.39869601478347133
10856,0.38016270347609754
10448,0.39237790708162995
10451,0.4039155377383434
10458,0.3913739845475873
10743,0.38653550649563057
10753,0.31586748999002084
10756,0.3941557412269242
10465,0.38570802788042974
10488,0.3917195874816418
10490,0.3967367973245911
10495,0.36358045408978346
10510,0.3966985055794041
10818,0.38856706330606333
10531,0.3853952086417071
10823,0.3969778080430169
10544,0.3879841752139788
10553,0.38285578601948506
31437,0.3955323627701442
31442,0.39315248737235076
31451,0.39280872032562353
31453,0.3736604004189599
31143,0.3966060884997355
31146,0.3053734399925302
31149,0.36358045408978346
31460,0.22857808726336817
31466,0.307217321321442
31472,0.36358045408978346
31788,0.37853023662535784
32113,0.36358045408978346
31807,0.3860109944380464
32122,0.3086670825936712
32127,0.39083793501691877
31820,0.38854301358594256
31832,0.36358045408978346
32267,0.3871083385562327
31860,0.29355352181786104
31873,0.3928418639888088
32168,0.3946336780887615
32177,0.36358045408978346
31882,0.37857155053454666
31896,0.37883276880725547
31910,0.37048703793186705
32211,0.39377772737017197
32232,0.39955425126730043
31943,0.36358045408978346
31950,0.3010640142093634
32243,0.386600911235603
31966,0.3743389337157698
31976,0.390620017244609
31666,0.3807042720300209
31674,0.3736043470849469
31989,0.3967304011032196
31990,0.36948694922605685
31991,0.4012211966477182
31997,0.37729698032016595
31692,0.36358045408978346
31719,0.3913865266291632
31723,0.3917192161054147
32039,0.3993904443215961
32042,0.40028858699994835
31739,0.36358045408978346
32061,0.39183793377585524
32062,0.3774410999792354
44333,0.3779067778050373
44656,0.38653550649563057
44658,0.37857155053454666
44976,0.373741581586947
44990,0.36358045408978346
45312,0.39404365972844974
45644,0.39576091090899496
41146,0.36358045408978346
41459,0.3939015801153564
41462,0.4033106925022089
41787,0.3872777913529438
42422,0.40400586859353266
42743,0.3869383966058469
43076,0.3870151386810973
44350,0.24427269771490717
44353,0.38959060106376886
44356,0.36929518854540455
25163,0.36358045408978346
25490,0.2925451143046511
25811,0.36358045408978346
25501,0.37857155053454666
25502,0.3813677827648237
25505,0.39088901108004653
25835,0.37215706978188867
25966,0.30672821326070193
25973,0.389400043381376
25570,0.23695486026611787
25862,0.4048461007235522
25871,0.3903505861375841
25877,0.37456889295671053
34738,0.3965782040321881
34445,0.399931496667646
34447,0.39598313266660434
34754,0.37857155053454666
34764,0.4046534450587634
34772,0.3865930756194706
34775,0.3939462344679133
34484,0.3787624463626649
34180,0.24330606396502139
34199,0.37857155053454666
34527,0.36358045408978346
34226,0.39374586534660666
34555,0.39837002588853815
34243,0.23824101753965626
34252,0.39098338424380846
34267,0.3959291150338218
34276,0.40200440536050164
34584,0.29304674310074963
34283,0.36358045408978346
34290,0.3917799738114903
34291,0.3942919816987016
34295,0.39263037568159576
34599,0.40297300492706123
34603,0.3889061785871435
35267,0.37857155053454666
35270,0.38280391623431725
35279,0.3150243567530277
35300,0.37514834599974645
34981,0.3846334079210089
35338,0.3832357655937982
35425,0.3824585241610918
35426,0.37857155053454666
35432,0.39073835229342385
35022,0.38885064195761454
35347,0.4080166593162645
35062,0.37840387904638684
35072,0.37599084964335155
35104,0.39526039310838623
35106,0.39404365972844974
35114,0.3903132379077292
35131,0.3998193504091101
21744,0.389550738453422
21754,0.39922769066859265
21784,0.3935589072460865
22088,0.3908302811557699
22095,0.4031730397114781
21806,0.39112708101953253
21811,0.3759028263965324
22099,0.39459105844631265
22104,0.3963142144949592
21819,0.36358045408978346
21822,0.23873731991637942
21834,0.39363461560885077
21858,0.3847271970244839
21862,0.391168537169016
21875,0.3948693540483569
22163,0.30375805543247486
21909,0.313012524854675
21910,0.3897316078180118
21913,0.40879159728377884
21650,0.31948120556205
21966,0.39172777422671007
21977,0.36358045408978346
21662,0.3682609917841385
21665,0.4017896940235262
21668,0.3885100005335408
21683,0.39315248737235076
21697,0.3961392992852042
22665,0.39087481187233347
31548,0.2956442811352741
31553,0.3931488998320944
31555,0.39149705726105977
31232,0.37999178921539317
